epoch,accuracy,loss,val_accuracy,val_loss
0,0.57897973,0.12349215488750362,0.6358839273452759,0.08402648971153123
1,0.7510756,0.07133260636047198,0.7546173930168152,0.07260208983849095
2,0.78488016,0.06396834459098556,0.7889181971549988,0.06577942888977345
3,0.8168408,0.057543073387584145,0.8021107912063599,0.06199054080884815
4,0.839582,0.05177934280726612,0.8232190012931824,0.060144881774378954
5,0.85740626,0.04709471132063617,0.8284960389137268,0.05962490107579093
6,0.8715427,0.043892626136028484,0.8284960389137268,0.059410038500002
7,0.8764597,0.041798137961792374,0.8337730765342712,0.05923028260783973
8,0.8832207,0.040270163578604655,0.831134557723999,0.05908772807401214
9,0.88752306,0.03908248455220743,0.8364115953445435,0.05899284597201209
10,0.88752306,0.03813706588208419,0.8443271517753601,0.058938355452938886
11,0.88998157,0.037370049956208296,0.8390501141548157,0.05887947447774907
12,0.8893669,0.03673692619097182,0.8390501141548157,0.058818872732977756
13,0.8905962,0.036208610354333697,0.8337730765342712,0.058752087949920144
14,0.8924401,0.03575528738648157,0.8337730765342712,0.05866698059683425
15,0.8936693,0.03535364839330215,0.8364115953445435,0.05857842930624542
16,0.8924401,0.034997229231378386,0.8337730765342712,0.05849270164809315
17,0.8930547,0.03467912838485758,0.8337730765342712,0.058410060397867794
18,0.8930547,0.034381584312993464,0.8337730765342712,0.058320355643383115
19,0.8930547,0.03410060038376821,0.8337730765342712,0.05823066364728052
20,0.89428395,0.03383733978187042,0.8337730765342712,0.05813766261046669
21,0.89551324,0.03359180675692439,0.8337730765342712,0.05804588763647784
22,0.89551324,0.03335671082422934,0.8337730765342712,0.05795610593853022
23,0.89551324,0.03313452941288264,0.8337730765342712,0.05786382180876971
24,0.89551324,0.032925729002728006,0.8364115953445435,0.057790359457595995
25,0.8961278,0.0327226180221471,0.8364115953445435,0.05770984928966512
26,0.89674246,0.03252621847259243,0.8364115953445435,0.05763487277999717
27,0.8973571,0.032337948501329886,0.8364115953445435,0.05755415670868589
28,0.89858633,0.03215616060731121,0.8364115953445435,0.05747978243790076
29,0.89797175,0.0319772526397431,0.8364115953445435,0.0573976071340113
30,0.89858633,0.03180126724369737,0.8364115953445435,0.05732546029194678
31,0.899201,0.03163405131381497,0.8364115953445435,0.057257191565546324
32,0.89858633,0.031466487531802666,0.8390501141548157,0.05718460061776606
33,0.90043026,0.03130650342531965,0.831134557723999,0.057125288845681264
34,0.8998156,0.03115085796433024,0.831134557723999,0.057067866434679815
35,0.90104485,0.030996848643055047,0.831134557723999,0.05700313266474842
36,0.90104485,0.030843862663833144,0.831134557723999,0.05694612701445582
37,0.9016595,0.03069200352539515,0.831134557723999,0.05688711281344884
38,0.9028888,0.030543367226723152,0.831134557723999,0.05683130393478046
39,0.9028888,0.030396007056352033,0.831134557723999,0.05677650188707739
40,0.9028888,0.03025247319529924,0.831134557723999,0.05671825287445868
41,0.90350336,0.0301087896952654,0.831134557723999,0.05666124057958497
42,0.90350336,0.02996912278170848,0.831134557723999,0.05661216649499606
43,0.90350336,0.02983116099671601,0.831134557723999,0.05655591907397424
44,0.90473264,0.029696123872568217,0.8337730765342712,0.056499626231932706
45,0.90473264,0.029562099659889846,0.8337730765342712,0.05645387579433836
46,0.904118,0.029430997011279797,0.8337730765342712,0.056404981437805146
47,0.90473264,0.029301337759252626,0.8337730765342712,0.05635774353799216
48,0.9053473,0.02917487199916822,0.8337730765342712,0.056314192555038785
49,0.9053473,0.02904782932395941,0.8364115953445435,0.05626766151677336
50,0.9059619,0.028920193915452853,0.8364115953445435,0.0562232731789901
51,0.9059619,0.028795943859353267,0.8364115953445435,0.05619183237760237
52,0.9065765,0.028675133211294345,0.8364115953445435,0.05615473662485863
53,0.90719116,0.028551264919601634,0.8364115953445435,0.05611848055647986
54,0.90719116,0.02843036698251871,0.8364115953445435,0.05609363781430791
55,0.9084204,0.028309096523274947,0.8364115953445435,0.05605793525133095
56,0.9102643,0.0281927536591457,0.8364115953445435,0.05602804441643894
57,0.9108789,0.028077485774813726,0.8364115953445435,0.05600337302779145
58,0.91149354,0.02796143855265334,0.8364115953445435,0.05597117158896376
59,0.91149354,0.027846340185057626,0.8390501141548157,0.05594817156802696
60,0.91149354,0.027731769640953467,0.8390501141548157,0.055933742732360056
61,0.91149354,0.02761897628356433,0.8416886329650879,0.05592270910071509
62,0.91149354,0.027505698394586723,0.8416886329650879,0.05589664159318074
63,0.91149354,0.027394563967125064,0.8469656705856323,0.055881385340067834
64,0.9121082,0.02728384791472131,0.8469656705856323,0.05586778412826143
65,0.9127228,0.02717354979546948,0.8469656705856323,0.05585567939210693
66,0.9127228,0.027062795700227182,0.8469656705856323,0.055844617560309284
67,0.9133374,0.02695281581968051,0.8469656705856323,0.055835532412758605
68,0.9194837,0.02581182871066542,0.8364115953445435,0.05521572255443457
69,0.9213276,0.025687494990086733,0.8337730765342712,0.05520588903636291
70,0.9213276,0.025661848461428303,0.8364115953445435,0.05520577937128676
71,0.92071295,0.02564097218302473,0.8390501141548157,0.05521077495608921
72,0.92071295,0.02562328617557306,0.8390501141548157,0.05521839058965366
73,0.92071295,0.025607274113121067,0.8390501141548157,0.05522631625780015
74,0.9225569,0.02549150013482197,0.8390501141548157,0.0552429366355521
75,0.92194223,0.02546591579183689,0.8364115953445435,0.055266699967488134
76,0.92317146,0.025455447572690436,0.8364115953445435,0.05528604491837421
77,0.9225569,0.025450448150109425,0.831134557723999,0.05529962398485332
78,0.92194223,0.025447475359864996,0.831134557723999,0.05530875026786548
